majority,congress,session,rollcall-num,legis-num,vote-question,vote-result,vote-desc,r-y,r-no,r-p,r-nv,d-y,d-no,d-p,d-nv,ind-y,ind-n,i-p,i-nv,
R,114,2nd,350,H R 4855,On Motion to Suspend the Rules and Pass, as Amended,Passed,Fix Crowdfunding Act,230,0,0,16,164,4,0,19,0,0,0,0,
R,114,2nd,351,H R 1270,On Passage,Passed,Restoring Access to Medication Act of 2015,233,0,0,13,10,164,0,13,0,0,0,0,
R,114,2nd,352,H RES 803,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 4361, Federal Information Systems Safeguards Act of 2016,241,0,0,5,2,180,0,5,0,0,0,0,
R,114,2nd,353,H RES 803,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 4361, Federal Information Systems Safeguards Act of 2016,238,1,0,7,2,181,0,4,0,0,0,0,
R,114,2nd,354,S 1252,On Motion to Suspend the Rules and Pass,Passed,Global Food Security Act of 2016.,186,53,0,7,183,0,0,4,0,0,0,0,
R,114,2nd,355,H R 2646,On Motion to Suspend the Rules and Pass, as Amended,Passed,Helping Families in Mental Health Crisis Act of 2016,239,2,0,5,183,0,0,4,0,0,0,0,
R,114,2nd,356,H R 5485,On Sustaining the Ruling of the Chair,Passed,Making appropriations for financial services and general government for fiscal year ending September 30, 2017, and for other purposes,220,1,0,25,0,167,0,20,0,0,0,0,
R,114,2nd,357,H R 5485,On Agreeing to the Amendment,Failed,None,0,238,0,8,173,7,0,7,0,0,0,0,
R,114,2nd,358,H R 5485,On Agreeing to the Amendment,Failed,None,165,73,0,8,1,181,0,5,0,0,0,0,
R,114,2nd,359,H R 5485,On Agreeing to the Amendment,Failed,None,1,238,0,7,182,1,0,4,0,0,0,0,
R,114,2nd,360,H R 5485,On Agreeing to the Amendment,Failed,None,3,234,0,9,178,2,0,7,0,0,0,0,
R,114,2nd,361,H R 5485,On Agreeing to the Amendments,Failed,None,0,239,0,7,179,4,0,4,0,0,0,0,
R,114,2nd,362,H R 5485,On Agreeing to the Amendment,Failed,None,1,237,0,8,182,1,0,4,0,0,0,0,
R,114,2nd,363,H R 5485,On Agreeing to the Amendment,Failed,None,38,201,0,7,90,93,0,4,0,0,0,0,
R,114,2nd,364,H R 5485,On Agreeing to the Amendment,Failed,None,1,238,0,7,176,7,0,4,0,0,0,0,
R,114,2nd,365,H R 5485,On Agreeing to the Amendment,Failed,None,3,236,0,7,183,0,0,4,0,0,0,0,
R,114,2nd,366,H R 5485,On Agreeing to the Amendment,Failed,None,2,236,0,8,180,2,0,5,0,0,0,0,
R,114,2nd,367,H R 5485,On Agreeing to the Amendment,Failed,None,1,238,0,7,166,17,0,4,0,0,0,0,
R,114,2nd,368,H R 5485,On Agreeing to the Amendment,Failed,None,2,236,0,8,160,19,0,8,0,0,0,0,
R,114,2nd,369,H R 5485,On Agreeing to the Amendment,Failed,None,6,233,0,7,176,7,0,4,0,0,0,0,
R,114,2nd,370,H R 5485,On Agreeing to the Amendment,Failed,None,1,236,0,9,181,2,0,4,0,0,0,0,
R,114,2nd,371,H R 5485,On Agreeing to the Amendment,Agreed to,None,234,3,0,9,1,182,0,4,0,0,0,0,
R,114,2nd,372,H R 5485,On Agreeing to the Amendment,Agreed to,None,230,6,0,10,2,181,0,4,0,0,0,0,
R,114,2nd,373,H R 4361,On Agreeing to the Amendment,Failed,None,1,238,0,7,182,1,0,4,0,0,0,0,
R,114,2nd,374,H R 4361,On Agreeing to the Amendment,Failed,None,0,239,0,7,179,4,0,4,0,0,0,0,
R,114,2nd,375,H R 4361,On Motion to Table the Appeal of the Ruling of the Chair,Passed,Federal Information Systems Safeguards Act,239,0,0,7,1,182,0,4,0,0,0,0,
R,114,2nd,376,H R 4361,On Passage,Passed,Federal Information Systems Safeguards Act,237,2,0,7,4,179,0,4,0,0,0,0,
R,114,2nd,377,H R 5485,On Agreeing to the Amendment,Failed,None,181,61,0,4,1,180,0,6,0,0,0,0,
R,114,2nd,378,H R 5485,On Agreeing to the Amendment,Failed,None,197,43,0,6,0,181,0,6,0,0,0,0,
R,114,2nd,379,H R 5485,On Agreeing to the Amendment,Agreed to,None,215,24,0,7,2,179,0,6,0,0,0,0,
R,114,2nd,38,H R 1644,On Agreeing to the Amendment,Failed,None,15,220,0,10,174,3,0,11,0,0,0,0,
R,114,2nd,380,H R 5485,On Agreeing to the Amendment,Agreed to,None,240,2,0,4,3,178,0,6,0,0,0,0,
R,114,2nd,381,H R 5485,On Agreeing to the Amendment,Agreed to,None,238,2,0,6,1,180,0,6,0,0,0,0,
R,114,2nd,382,H R 5485,On Agreeing to the Amendment,Agreed to,None,235,6,0,5,1,176,0,10,0,0,0,0,
R,114,2nd,383,H R 5485,On Agreeing to the Amendment,Agreed to,None,241,0,1,4,19,162,0,6,0,0,0,0,
R,114,2nd,384,H R 5485,On Agreeing to the Amendment,Agreed to,None,235,7,0,4,1,181,0,5,0,0,0,0,
R,114,2nd,385,H R 5485,On Agreeing to the Amendment,Agreed to,None,236,4,0,6,0,181,0,6,0,0,0,0,
R,114,2nd,386,H R 5485,On Agreeing to the Amendment,Failed,None,192,50,0,4,0,182,0,5,0,0,0,0,
R,114,2nd,387,H RES 809,On Ordering the Previous Question,Passed,Providing for consideration of the conference report to accompany S. 524, to authorize the Attorney General to award grants to address the national epidemics of prescription opiod abuse and heroin use; and for other purposes.,242,0,0,4,2,179,0,6,0,0,0,0,
R,114,2nd,388,H RES 809,On Agreeing to the Resolution,Passed,Providing for consideration of the conference report to accompany S. 524, to authorize the Attorney General to award grants to address the national epidemics of prescription opiod abuse and heroin use; and for other purposes.,239,3,0,4,4,174,0,9,0,0,0,0,
R,114,2nd,389,H R 5485,On Agreeing to the Amendment,Agreed to,None,235,0,0,11,0,179,0,8,0,0,0,0,
R,114,2nd,39,H R 1644,On Agreeing to the Amendment,Failed,None,22,216,0,7,181,3,0,4,0,0,0,0,
R,114,2nd,390,H R 5485,On Agreeing to the Amendment,Agreed to,None,221,14,0,11,2,178,0,7,0,0,0,0,
R,114,2nd,391,H R 5485,On Agreeing to the Amendment,Agreed to,None,238,0,0,8,2,179,0,6,0,0,0,0,
R,114,2nd,392,H R 5485,On Agreeing to the Amendment,Agreed to,None,230,12,0,4,0,181,0,6,0,0,0,0,
R,114,2nd,393,H R 5485,On Agreeing to the Amendment,Failed,None,25,217,0,4,106,75,0,6,0,0,0,0,
R,114,2nd,394,H R 5485,On Agreeing to the Amendment,Failed,None,11,231,0,4,178,1,0,8,0,0,0,0,
R,114,2nd,395,H R 5485,On Agreeing to the Amendment,Agreed to,None,228,14,0,4,181,0,0,6,0,0,0,0,
R,114,2nd,396,H R 5485,On Agreeing to the Amendment,Agreed to,None,241,0,0,5,1,179,0,7,0,0,0,0,
R,114,2nd,397,H R 5485,On Motion to Recommit with Instructions,Failed,Making appropriations for financial services and general government for fiscal year ending September 30, 2017, and for other purposes,2,240,0,4,181,1,0,5,0,0,0,0,
R,114,2nd,398,H R 5485,On Passage,Passed,Making appropriations for financial services and general government for fiscal year ending September 30, 2017, and for other purposes,235,7,0,4,4,178,0,5,0,0,0,0,
R,114,2nd,399,S 524,On Agreeing to the Conference Report,Passed,Comprehensive Addiction and Recovery Act of 2016,233,5,0,8,174,0,0,13,0,0,0,0,
R,114,2nd,4,H RES 580,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 712) Sunshine for Regulatory Decrees and Settlements Act of 2015 and providing for consideration of the bill (H.R. 1155) Searching for and Cutting Regulations that are Unnecessarily Burdensome Act of 2015,240,0,0,5,1,176,0,11,0,0,0,0,
R,114,2nd,40,H R 1644,On Agreeing to the Amendment,Failed,None,8,233,0,4,182,2,0,4,0,0,0,0,
R,114,2nd,400,S 2943,On Closing Portions of the Conference,Passed,National Defense Authorization Act for Fiscal Year 2017,232,3,0,11,165,11,0,11,0,0,0,0,
R,114,2nd,401,H R 5602,On Motion to Suspend the Rules and Pass,Passed,To amend title 31, United States Code, to authorize the Secretary of the Treasury to include all funds when issuing certain geographic targeting orders, and for other purposes,187,46,0,13,169,1,0,17,0,0,0,0,
R,114,2nd,403,H R 5606,On Motion to Suspend the Rules and Pass,Failed,Anti-terrorism Information Sharing Is Strength Act,147,86,0,13,82,91,0,14,0,0,0,0,
R,114,2nd,404,ADJOURN,On Motion to Adjourn,Failed,None,0,220,0,26,0,157,1,29,0,0,0,0,
R,114,2nd,405,ADJOURN,On Motion to Adjourn,Failed,None,0,208,0,38,0,154,1,32,0,0,0,0,
R,114,2nd,406,H RES 820,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 5538, making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2017, and for other purposes; providing for proceedings during the period from July 15, 2016, through September 5, 2016; and for other purposes,235,0,0,11,1,174,0,12,0,0,0,0,
R,114,2nd,407,H RES 820,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 5538, making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2017, and for other purposes; providing for proceedings during the period from July 15, 2016, through September 5, 2016; and for other purposes,236,3,0,7,1,176,0,10,0,0,0,0,
R,114,2nd,408,H RES 819,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 4992, the United States Financial System Protection Act of 2016; H.R. 5119, the No 2H2O from Iran Act; and H.R. 5631, the Iran Accountability Act of 2016,240,0,0,6,1,174,0,12,0,0,0,0,
R,114,2nd,409,H RES 819,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 4992, the United States Financial System Protection Act of 2016; H.R. 5119, the No 2H2O from Iran Act; and H.R. 5631, the Iran Accountability Act of 2016,237,0,0,9,0,172,0,15,0,0,0,0,
R,114,2nd,41,H R 1644,On Motion to Recommit with Instructions,Failed,Supporting Transparent Regulatory and Environmental Actions in Mining (STREAM) Act,2,236,0,7,184,1,0,3,0,0,0,0,
R,114,2nd,410,H R 5658,On Motion to Suspend the Rules and Pass,Passed,TALENT Act of 2016,232,8,0,6,177,0,0,10,0,0,0,0,
R,114,2nd,411,H R 4768,On Agreeing to the Amendment,Failed,None,19,221,0,6,175,2,0,10,0,0,0,0,
R,114,2nd,412,H R 4768,On Agreeing to the Amendment,Failed,None,0,240,0,6,174,3,0,10,0,0,0,0,
R,114,2nd,413,H R 4768,On Agreeing to the Amendment,Failed,None,1,239,0,6,173,4,0,10,0,0,0,0,
R,114,2nd,414,H R 4768,On Agreeing to the Amendment,Failed,None,6,233,0,7,175,2,0,10,0,0,0,0,
R,114,2nd,415,H R 4768,On Motion to Recommit with Instructions,Failed,Separation of Powers Restoration Act,0,235,0,11,169,1,0,17,0,0,0,0,
R,114,2nd,416,H R 4768,On Passage,Passed,Separation of Powers Restoration Act,239,0,0,7,1,171,0,15,0,0,0,0,
R,114,2nd,417,H R 5538,On Agreeing to the Amendment,Failed,None,16,223,0,7,181,2,0,4,0,0,0,0,
R,114,2nd,418,H R 5538,On Agreeing to the Amendment,Failed,None,9,232,0,5,174,9,0,4,0,0,0,0,
R,114,2nd,419,H R 5538,On Agreeing to the Amendment,Failed,None,0,241,0,5,173,10,0,4,0,0,0,0,
R,114,2nd,42,H R 1644,On Passage,Passed,Supporting Transparent Regulatory and Environmental Actions in Mining (STREAM) Act,231,10,0,4,4,178,0,6,0,0,0,0,
R,114,2nd,420,H R 5538,On Agreeing to the Amendment,Failed,None,16,225,0,5,127,57,0,3,0,0,0,0,
R,114,2nd,421,H R 5538,On Agreeing to the Amendment,Failed,None,10,231,0,5,180,4,0,3,0,0,0,0,
R,114,2nd,422,H R 5538,On Agreeing to the Amendment,Failed,None,7,234,0,5,177,6,0,4,0,0,0,0,
R,114,2nd,423,H R 5538,On Agreeing to the Amendment,Failed,None,10,229,0,7,176,8,0,3,0,0,0,0,
R,114,2nd,424,H R 5538,On Agreeing to the Amendment,Failed,None,4,237,0,5,177,7,0,3,0,0,0,0,
R,114,2nd,425,H R 5538,On Agreeing to the Amendment,Failed,None,208,33,0,5,0,184,0,3,0,0,0,0,
R,114,2nd,426,H R 5538,On Agreeing to the Amendment,Failed,None,174,67,0,5,1,183,0,3,0,0,0,0,
R,114,2nd,427,H R 5538,On Agreeing to the Amendment,Agreed to,None,35,207,0,4,184,0,0,3,0,0,0,0,
R,114,2nd,428,H R 5538,On Agreeing to the Amendment,Failed,None,1,241,0,4,169,15,0,3,0,0,0,0,
R,114,2nd,429,H R 5538,On Agreeing to the Amendment,Failed,None,13,229,0,4,182,2,0,3,0,0,0,0,
R,114,2nd,43,H R 757,On Motion to Suspend the Rules and Pass, as Amended,Passed,North Korea Sanctions Enforcement Act of 2016,236,2,0,7,182,0,0,6,0,0,0,0,
R,114,2nd,430,H R 5538,On Agreeing to the Amendment,Failed,None,6,236,0,4,184,0,0,3,0,0,0,0,
R,114,2nd,431,H R 5538,On Agreeing to the Amendment,Failed,None,5,237,0,4,177,7,0,3,0,0,0,0,
R,114,2nd,432,H R 5538,On Agreeing to the Amendment,Failed,None,5,237,0,4,180,4,0,3,0,0,0,0,
R,114,2nd,433,H R 5538,On Agreeing to the Amendment,Failed,None,1,241,0,4,176,8,0,3,0,0,0,0,
R,114,2nd,434,H R 5538,On Agreeing to the Amendment,Failed,None,8,235,0,3,179,5,0,3,0,0,0,0,
R,114,2nd,435,H R 5538,On Agreeing to the Amendment,Failed,None,6,238,0,2,177,8,0,2,0,0,0,0,
R,114,2nd,436,H R 5538,On Agreeing to the Amendments,Failed,None,0,244,0,2,181,4,0,2,0,0,0,0,
R,114,2nd,437,H R 5538,On Agreeing to the Amendment,Failed,None,19,223,0,4,183,2,0,2,0,0,0,0,
R,114,2nd,438,H R 5538,On Agreeing to the Amendment,Failed,None,169,75,0,2,2,183,0,2,0,0,0,0,
R,114,2nd,439,H RES 822,On Ordering the Previous Question,Passed,Providing for consideration of the Senate amendment to the House amendment to S. 764, a bill to reauthorize and amend the National Sea Grant College Program Act; providing for consideration of S. 304, the Motor Vehicle Safety Whistleblower Act; waiving a requirement of clause 6(a) of rule XIII,244,0,0,2,1,183,0,3,0,0,0,0,
R,114,2nd,44,None,None,None,This vote was vacated by unanimous consent on 13-Jan-2016.,0,0,0,0,0,0,0,0,0,0,0,0,
R,114,2nd,440,H RES 822,On Agreeing to the Resolution,Passed,Providing for consideration of the Senate amendment to the House amendment to S. 764, a bill to reauthorize and amend the National Sea Grant College Program Act; providing for consideration of S. 304, the Motor Vehicle Safety Whistleblower Act; waiving a requirement of clause 6(a) of rule XIII,241,2,0,3,1,183,0,3,0,0,0,0,
R,114,2nd,441,H R 5119,On Passage,Passed,No 2H20 from Iran Act,239,2,0,5,10,174,0,3,0,0,0,0,
R,114,2nd,442,S 304,On Motion to Recommit with Instructions,Failed,Motor Vehicle Safety Whistleblower Act,0,242,0,4,182,2,0,3,0,0,0,0,
R,114,2nd,443,S 304,On Passage,Passed,Motor Vehicle Safety Whistleblower Act,242,1,0,3,3,181,0,3,0,0,0,0,
R,114,2nd,444,H R 5538,On Agreeing to the Amendment,Agreed to,None,224,20,0,2,10,175,0,2,0,0,0,0,
R,114,2nd,445,H R 5538,On Agreeing to the Amendment,Agreed to,None,236,6,0,4,1,183,0,3,0,0,0,0,
R,114,2nd,446,H R 5538,On Agreeing to the Amendment,Agreed to,None,227,16,0,3,4,181,0,2,0,0,0,0,
R,114,2nd,447,H R 5538,On Agreeing to the Amendment,Failed,None,22,221,0,3,163,22,0,2,0,0,0,0,
R,114,2nd,448,H R 5538,On Agreeing to the Amendment,Failed,None,188,54,0,4,0,184,0,3,0,0,0,0,
R,114,2nd,449,H R 5538,On Agreeing to the Amendment,Agreed to,None,233,10,0,3,5,180,0,2,0,0,0,0,
R,114,2nd,450,H R 5538,On Agreeing to the Amendment,Agreed to,None,226,16,0,4,2,183,0,2,0,0,0,0,
R,114,2nd,451,H R 5538,On Agreeing to the Amendment,Failed,None,24,219,0,3,173,12,0,2,0,0,0,0,
R,114,2nd,452,H R 5538,On Agreeing to the Amendment,Agreed to,None,218,21,0,7,5,180,0,2,0,0,0,0,
R,114,2nd,453,H R 5538,On Agreeing to the Amendment,Failed,None,194,46,0,6,1,177,0,9,0,0,0,0,
R,114,2nd,454,H R 5538,On Agreeing to the Amendment,Agreed to,None,215,26,0,5,4,177,0,6,0,0,0,0,
R,114,2nd,455,H R 5538,On Agreeing to the Amendment,Failed,None,161,79,0,6,0,183,0,4,0,0,0,0,
R,114,2nd,456,H R 5538,On Agreeing to the Amendment,Failed,None,186,56,0,4,2,183,0,2,0,0,0,0,
R,114,2nd,457,H R 5538,On Agreeing to the Amendment,Agreed to,None,231,12,0,3,0,185,0,2,0,0,0,0,
R,114,2nd,458,H R 5538,On Agreeing to the Amendment,Failed,None,170,72,0,4,0,185,0,2,0,0,0,0,
R,114,2nd,459,H R 5538,On Agreeing to the Amendment,Agreed to,None,225,18,0,3,1,184,0,2,0,0,0,0,
R,114,2nd,46,H R 2187,On Motion to Suspend the Rules and Pass, as Amended,Passed,Fair Investment Opportunities for Professional Experts Act,203,1,0,41,144,7,0,37,0,0,0,0,
R,114,2nd,460,H R 5538,On Agreeing to the Amendment,Agreed to,None,231,12,0,3,6,179,0,2,0,0,0,0,
R,114,2nd,461,H R 5538,On Agreeing to the Amendment,Agreed to,None,235,8,0,3,7,177,0,3,0,0,0,0,
R,114,2nd,462,H R 5538,On Agreeing to the Amendment,Agreed to,None,225,18,0,3,0,184,0,3,0,0,0,0,
R,114,2nd,463,H R 5538,On Agreeing to the Amendment,Failed,None,13,230,0,3,180,5,0,2,0,0,0,0,
R,114,2nd,464,H R 5538,On Agreeing to the Amendment,Failed,None,12,231,0,3,182,3,0,2,0,0,0,0,
R,114,2nd,465,H R 5538,On Agreeing to the Amendment,Failed,None,15,228,0,3,177,8,0,2,0,0,0,0,
R,114,2nd,466,S 764,On Motion to Concur in the Senate Amendment to the House Amendment,Passed,An Act to reauthorize and amend the National Sea Grant College Program Act, and for other purposes,205,36,0,5,101,81,0,5,0,0,0,0,
R,114,2nd,467,H R 5631,On Passage,Passed,Iran Accountability Act of 2016,238,4,0,4,8,175,0,4,0,0,0,0,
R,114,2nd,468,H R 5538,On Agreeing to the Amendment,Failed,None,4,237,0,5,174,9,0,4,0,0,0,0,
R,114,2nd,469,H R 5538,On Agreeing to the Amendment,Failed,None,4,239,0,3,168,15,0,4,0,0,0,0,
R,114,2nd,47,H R 4168,On Motion to Suspend the Rules and Pass,Passed,Small Business Capital Formation Enhancement Act,224,1,0,20,166,0,0,22,0,0,0,0,
R,114,2nd,470,H R 5538,On Agreeing to the Amendment,Failed,None,11,232,0,3,183,1,0,3,0,0,0,0,
R,114,2nd,471,H R 5538,On Agreeing to the Amendment,Failed,None,11,230,0,5,181,3,0,3,0,0,0,0,
R,114,2nd,472,H R 5538,On Agreeing to the Amendment,Failed,None,10,233,0,3,181,3,0,3,0,0,0,0,
R,114,2nd,473,H R 5538,On Agreeing to the Amendment,Failed,None,6,237,0,3,182,2,0,3,0,0,0,0,
R,114,2nd,474,H R 5538,On Agreeing to the Amendment,Failed,None,8,235,0,3,176,6,0,5,0,0,0,0,
R,114,2nd,475,H R 5538,On Agreeing to the Amendment,Failed,None,16,227,0,3,179,5,0,3,0,0,0,0,
R,114,2nd,476,H R 5538,On Agreeing to the Amendment,Failed,None,33,210,0,3,180,4,0,3,0,0,0,0,
R,114,2nd,477,H R 5538,On Passage,Passed,Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2017, and for other purposes,228,15,0,3,3,181,0,3,0,0,0,0,
R,114,2nd,478,H R 4992,On Passage,Passed,To codify regulations relating to transfers of funds involving Iran, and for other purposes,240,3,0,3,6,178,0,3,0,0,0,0,
R,114,2nd,48,H RES 594,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 3700) to provide housing opportunities in the United States through modernization of various housing programs, and for other purposes.,235,0,0,10,1,178,0,9,0,0,0,0,
R,114,2nd,480,H R 3881,On Motion to Suspend the Rules and Pass, as Amended,Passed,Cooperative Managment of Mineral Rights Act of 2016,229,0,0,16,166,3,0,17,0,0,0,0,
R,114,2nd,481,H RES 843,On Ordering the Previous Question,Passed,Providing for consideration of H. R. 5063, the Stop Settlement Slush Funds Act of 2016,230,0,0,15,1,177,0,8,0,0,0,0,
R,114,2nd,482,H RES 843,On Agreeing to the Resolution,Passed,Providing for consideration of H. R. 5063, the Stop Settlement Slush Funds Act of 2016,231,0,0,14,0,178,0,8,0,0,0,0,
R,114,2nd,483,H R 5063,On Agreeing to the Amendment,Failed,None,2,230,0,13,176,4,0,6,0,0,0,0,
R,114,2nd,484,H R 5063,On Agreeing to the Amendment,Failed,None,2,230,0,13,173,6,0,7,0,0,0,0,
R,114,2nd,485,H R 5063,On Agreeing to the Amendment,Failed,None,2,232,0,11,176,3,0,7,0,0,0,0,
R,114,2nd,486,H R 5063,On Agreeing to the Amendment,Failed,None,154,83,0,8,1,179,0,6,0,0,0,0,
R,114,2nd,487,H R 5063,On Motion to Recommit with Instructions,Failed,Stop Settlement Slush Funds Act of 2016,3,232,0,10,178,2,0,6,0,0,0,0,
R,114,2nd,488,H R 5063,On Passage,Passed,Stop Settlement Slush Funds Act of 2016,236,0,0,9,5,174,0,7,0,0,0,0,
R,114,2nd,489,H RES 844,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 2357, Accelerating Access to Capital Act of 2015; and providing for consideration of H.R. 5424, Investment Advisers Modernization Act of 2016,237,0,0,8,1,180,0,5,0,0,0,0,
R,114,2nd,49,H RES 594,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 3700) to provide housing opportunities in the United States through modernization of various housing programs, and for other purposes.,238,0,0,7,4,177,0,7,0,0,0,0,
R,114,2nd,490,H RES 844,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 2357, Accelerating Access to Capital Act of 2015; and providing for consideration of H.R. 5424, Investment Advisers Modernization Act of 2016,236,0,0,9,1,181,0,4,0,0,0,0,
R,114,2nd,491,H RES 660,On Motion to Suspend the Rules and Agree,Passed,Expressing the sense of the House of Representatives to support the territorial intergrity of Georgia,228,6,0,11,182,0,0,4,0,0,0,0,
R,114,2nd,492,H R 2357,On Motion to Recommit with Instructions,Failed,Accelerating Access to Capital Act of 2016,0,233,0,12,180,0,0,6,0,0,0,0,
R,114,2nd,493,H R 2357,On Passage,Passed,Accelerating Access to Capital Act of 2016,234,1,0,10,2,177,0,7,0,0,0,0,
R,114,2nd,494,H R 5424,On Motion to Recommit with Instructions,Failed,Investment Advisers Modernization Act of 2016,0,231,0,14,176,1,0,9,0,0,0,0,
R,114,2nd,495,H R 5424,On Passage,Passed,Investment Advisers Modernization Act of 2016,226,3,0,16,35,142,0,9,0,0,0,0,
R,114,2nd,496,H RES 847,On Motion to Suspend the Rules and Agree,Passed,Expressing the sense of the House of Representatives about a national strategy for the Internet of Things to promote economic growth and consumer empowerment,222,4,1,18,145,0,0,41,0,0,0,0,
R,114,2nd,498,H RES 859,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 5620, the VA Accountability First and Appeals Modernization Act of 2016,237,0,0,8,0,170,0,16,0,0,0,0,
R,114,2nd,499,H RES 859,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 5620, the VA Accountability First and Appeals Modernization Act of 2016,238,0,0,7,3,169,0,14,0,0,0,0,
R,114,2nd,5,H RES 580,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 712) Sunshine for Regulatory Decrees and Settlements Act of 2015 and providing for consideration of the bill (H.R. 1155) Searching for and Cutting Regulations that are Unnecessarily Burdensome Act of 2015,238,0,0,7,1,176,0,11,0,0,0,0,
R,114,2nd,50,H R 3700,On Agreeing to the Amendment,Agreed to,None,235,4,0,6,1,174,0,13,0,0,0,0,
R,114,2nd,500,H RES 858,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 3590, to amend the Internal Revenue Code of 1986 to repeal the increase in the income threshold used in determining the deduction for medical care,237,0,0,8,0,171,0,15,0,0,0,0,
R,114,2nd,501,H RES 858,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 3590, to amend the Internal Revenue Code of 1986 to repeal the increase in the income threshold used in determining the deduction for medical care,238,0,0,7,1,169,0,16,0,0,0,0,
R,114,2nd,502,H R 3590,On Passage,Passed,Halt Tax Increases on the Middle Class and Seniors Act,236,2,0,7,25,145,0,16,0,0,0,0,
R,114,2nd,503,H R 5587,On Motion to Suspend the Rules and Pass, as Amended,Passed,Strengthening Career and Technical Education for the 21st Century Act,234,5,0,6,171,0,0,15,0,0,0,0,
R,114,2nd,504,H RES 729,On Motion to Suspend the Rules and Agree,Passed,Expressing support for the expeditious consideration and finalization of a new, robust, and long-term Memorandum of Understanding on military assistance to Israel between the United States Government and the Government of Israel,234,4,0,7,171,0,0,15,0,0,0,0,
R,114,2nd,505,H RES 863,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 5351) to prohibit the transfer of any individual detained at United States Naval Station, Guantanamo Bay, Cuba, and providing for consideration of the bill (H.R. 5226) Regulatory Integrity Act,231,0,0,14,1,172,0,13,0,0,0,0,
R,114,2nd,506,H RES 863,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 5351) to prohibit the transfer of any individual detained at United States Naval Station, Guantanamo Bay, Cuba, and providing for consideration of the bill (H.R. 5226) Regulatory Integrity Act,238,0,0,7,0,171,0,15,0,0,0,0,
R,114,2nd,507,JOURNAL,On Approving the Journal,Passed,None,159,75,1,10,93,70,1,22,0,0,0,0,
R,114,2nd,508,H R 5226,On Agreeing to the Amendment,Agreed to,None,228,0,0,17,13,154,0,19,0,0,0,0,
R,114,2nd,509,H R 5226,On Motion to Recommit with Instructions,Failed,Regulatory Integrity Act of 2016,2,238,0,5,183,0,0,3,0,0,0,0,
R,114,2nd,51,H R 3700,On Agreeing to the Amendment,Failed,None,3,238,0,4,178,1,0,9,0,0,0,0,
R,114,2nd,510,H R 5226,On Passage,Passed,Regulatory Integrity Act of 2016,240,0,0,5,10,171,0,5,0,0,0,0,
R,114,2nd,511,H R 5620,On Agreeing to the Amendment,Failed,None,0,240,0,5,173,10,0,3,0,0,0,0,
R,114,2nd,512,H R 5620,On Agreeing to the Amendment,Failed,None,1,238,0,6,183,2,0,1,0,0,0,0,
R,114,2nd,513,H R 5620,On Agreeing to the Amendment,Failed,None,1,235,0,9,182,1,0,3,0,0,0,0,
R,114,2nd,514,H R 5620,On Agreeing to the Amendment,Agreed to,None,241,0,0,4,185,0,0,1,0,0,0,0,
R,114,2nd,515,H R 5620,On Agreeing to the Amendment,Agreed to,None,238,1,0,6,183,0,0,3,0,0,0,0,
R,114,2nd,516,H R 5620,On Agreeing to the Amendment,Agreed to,None,239,0,0,6,182,0,0,4,0,0,0,0,
R,114,2nd,517,H R 5620,On Agreeing to the Amendment,Agreed to,None,240,1,0,4,183,0,0,3,0,0,0,0,
R,114,2nd,518,H R 5620,On Motion to Recommit with Instructions,Failed,VA Accountability First and Appeals Modernization Act,0,239,0,6,185,0,0,1,0,0,0,0,
R,114,2nd,519,H R 5620,On Passage,Passed,VA Accountability First and Appeals Modernization Act,241,0,0,4,69,116,0,1,0,0,0,0,
R,114,2nd,52,H R 3700,On Passage,Passed,Housing Opportunity Through Modernization Act,243,0,0,2,184,0,0,4,0,0,0,0,
R,114,2nd,520,H R 5351,On Passage,Passed,To prohibit the transfer of any individual detained at United States Naval Station, Guantanamo Bay, Cuba,232,4,0,9,12,170,0,4,0,0,0,0,
R,114,2nd,521,H R 670,On Motion to Suspend the Rules and Pass, as Amended,Passed,Special Needs Trust Fairness and Medicaid Improvement Act,212,22,0,11,171,0,0,15,0,0,0,0,
